rainfall,temperature,humidity,soil_moisture,wind_speed,atmospheric_pressure,previous_disaster,disaster_type,target,seismic_activity
116.9237230865316,28.202958456019413,86.5368749268691,55.897475615828014,23.80634058329095,1002.5975037234267,1.0,Flood,0,
,33.04612054781649,68.68365565952963,,13.792431007070658,1025.1824912726222,0.0,Earthquake,0,0.19608479912278717
,,61.368276315709736,,39.61932557099279,1007.100737035703,0.0,Earthquake,0,
22.55241693795548,23.333660204634022,81.09175146992868,35.175490867972215,24.235379066256264,1019.6367556459145,0.0,Flood,0,
,,47.48572788841561,,31.518706217856,1012.1943824280905,1.0,Earthquake,0,1.8036960219837412
88.5683481645728,33.12031262905731,72.31774821023343,39.9258673504373,2.0105238206490665,1007.0565819900586,0.0,Flood,0,
,27.55153400939385,65.21988444802633,,34.180039172375906,1012.5436581557999,0.0,Earthquake,0,0.4030955467725144
391.51002156510674,23.158277725681824,92.38336385582292,100.0,35.64626092314247,973.7350248172572,0.0,Flood,1,
92.25161760474384,31.481937237283578,71.81180997036965,39.29616953175274,27.27530090785078,1014.6172122386442,0.0,Flood,0,
60.72832671721883,29.760276982571483,91.99747137738206,30.730005619879883,15.846692545947873,1000.3920041814033,1.0,Flood,0,
110.49412094619643,30.84883640116102,76.864734420722,52.13921780293578,,998.4283273175466,0.0,Flood,0,
,21.733070397624324,45.58605607198056,,37.858646690696936,1011.8635220055929,0.0,Earthquake,0,0.7598768216137947
3.6295516319860366,29.219003568855996,79.60517462881084,23.12400207458171,24.093844463196334,1011.4416362361437,0.0,Flood,0,
67.43514559721073,23.76519325840836,62.69626081621821,43.75355243019403,25.510894044373657,1006.0074055344029,0.0,Flood,0,
,20.280952973146515,60.9257021112643,,8.564120578500866,1003.2008385818979,0.0,Earthquake,0,0.45486330373420225
132.22922174870948,27.073561705611457,57.88285581300083,45.62395683024232,27.995228411321776,1011.3655428977609,0.0,Flood,0,
94.46733030214597,23.165119284353935,77.2518871450003,46.7702365108838,3.9389378171573575,1014.7254928325912,0.0,Flood,0,
54.66910566143187,33.98315743322826,58.0485289098263,31.393122918177298,52.35513083706441,1000.1545103582072,0.0,Flood,0,
19.687167580373686,21.86196092431504,45.04183072528095,32.054792251830385,37.9301628249159,1008.9566764584874,0.0,Flood,0,
,23.358774583709444,71.04288223916933,,29.59408180830387,1005.0552447037255,0.0,Earthquake,0,0.7924331830107226
,27.331582100929825,88.2378455950692,,19.260839564763824,1010.4723755555843,0.0,Earthquake,0,6.17216680025308
,22.95832939110148,30.612308189538247,,9.447833597565849,1028.9113833123624,0.0,Earthquake,1,3.1767120586070745
,15.891411458533444,45.251549308680936,,12.720744497630736,1005.3537534319814,0.0,Earthquake,0,1.5402504296674964
127.02738186405865,25.144105051086015,58.924075676005494,54.50056041206173,5.383850142997042,999.6074961471804,1.0,Flood,0,
117.39296133364957,24.95108547840309,98.72602825985453,58.75077062882079,12.994639518927634,,0.0,Flood,0,
153.19365409581843,35.869933816450164,35.58593807034519,53.22862743142639,32.37050806515839,1004.2632557800804,0.0,Flood,0,
42.30675846571059,33.362536686549014,93.01417705768348,24.330445276396347,9.390781958644437,1013.4853503187029,0.0,Flood,0,
,22.879065878353977,85.87593126441506,21.912863892403344,73.86580787323142,1014.2304560479118,0.0,Flood,0,
,,61.8616093466376,,4.33872496609766,1001.2586617642351,0.0,Earthquake,0,0.16146113362790535
179.85910279140046,22.062007904852436,61.351445636297186,65.06002923272082,16.084719313089487,997.2229101445798,0.0,Flood,1,
83.64921196166674,29.39497081111901,94.2559939341812,41.601066212985536,40.7652291749955,1002.4855357828758,1.0,Flood,0,
,16.759660651367213,49.324759619661194,,16.18199369087095,1022.5733807011793,0.0,Earthquake,0,1.644977784648977
65.27147556206299,37.004702164554075,83.09702806732957,40.77083364649706,48.06188879458866,1014.2294918585957,0.0,Flood,0,
48.589396556797915,31.154058422773886,57.05952233931275,42.697002244409994,11.208090777700702,1008.8725028022618,0.0,Flood,0,
48.292444713372106,36.195584027220335,74.97748025160986,19.555714774296746,10.051233437247888,996.1389253423665,0.0,Flood,0,
,30.443373331747214,,,15.599338429685028,1018.7014432447004,0.0,Earthquake,0,0.4427399611328469
24.449738244875714,22.991899950525422,57.864867521221306,32.41113100090573,54.525952246978385,998.9955731726052,1.0,Flood,0,
63.50238007240546,30.71649014518194,74.41529650433631,40.0533502837428,11.93916380012067,1024.2307693395016,0.0,Flood,0,
137.67275632495628,26.594498535570224,49.01724750975967,56.597470470808226,31.194202868411786,1000.4819832550965,0.0,Flood,0,
51.78994903381637,28.17041734129613,90.15016938986436,43.02419699384393,9.535611836341717,1011.0418789296248,1.0,Flood,0,
101.2979203895951,27.395259256961094,88.44001617369062,37.180709053731135,20.290350567656603,1000.2764278489234,1.0,Flood,0,
,24.964721007484876,81.21507021189028,,41.32517156872669,1003.5787318088144,0.0,Earthquake,0,0.37431072239559615
,18.177659354349103,66.0367718913189,,23.975762374131683,1019.1981855759749,0.0,Earthquake,0,1.0024041512139015
,36.53597704781725,45.10222030787359,,6.442139451662357,1009.7015260745652,0.0,Earthquake,0,0.05261047627003044
102.76414849603816,21.951794906543974,90.3788453719558,50.83244968066998,60.447309046665666,996.4623898200248,,Flood,0,
84.64184677134621,27.87486520627428,85.6013911503651,44.11192775835811,42.065413236872445,997.9869919232572,1.0,Flood,0,
91.83568930628005,37.13004856773468,67.64232367587279,48.88245186962464,33.400182269416334,1001.3424301407224,0.0,Flood,0,
323.4030652133495,29.544165062994818,74.171191250293,100.0,15.820079040200309,991.4074261025384,1.0,Flood,1,
86.63998708532301,22.518624565523993,66.30023248539459,43.320272430330704,55.66007802625147,1004.1920916274838,0.0,Flood,0,
,43.55345578024135,44.21578234105505,,6.959407881263257,1003.2503878699468,0.0,Earthquake,0,1.3960640948099052
23.037435350467078,33.982857508322454,28.981031808826295,28.91710996425364,29.11183990201954,1012.0324852029266,0.0,Flood,0,
,43.66625218516362,55.68353735429078,,,1034.827826021021,0.0,Earthquake,0,0.1703340912118177
213.05479965171804,24.74290998192776,75.65658371349349,68.54616147468253,34.06379621357211,994.6300665273204,1.0,Flood,1,
,17.791325657878545,72.23459785663235,,12.964810240070817,1012.7135450290672,0.0,Flood,0,
,33.72348595124317,32.98790003999052,,,1016.7385377333131,1.0,Earthquake,0,0.0795079923895177
,30.01313433328136,40.97327740347151,,22.224191336377537,1015.8172809208733,0.0,Earthquake,0,
188.55978998134788,26.454417678987493,84.79548068239103,58.20960843105342,57.96534868393516,990.1712186096959,1.0,Flood,0,
,33.925861354474456,20.670810024952942,,16.1994555072946,1008.3380890022156,0.0,Earthquake,0,2.5176359393269547
221.93096105696807,23.051859317148313,91.6827469628077,97.17577106074485,19.536582029949315,987.7711590659022,0.0,Flood,1,
,23.13097662909249,44.66161470279445,,46.548386555398444,994.1939560966396,0.0,Earthquake,1,4.7863933294162395
,20.613355084813136,23.952083747756653,,15.684058738056999,1014.5040054511162,0.0,Earthquake,0,1.9819520267970658
198.35126036914093,36.63481925616703,77.18041344941963,85.16349008185348,29.29764028353309,990.8489456362327,1.0,Flood,1,
,26.493690139170095,25.134384635346642,,4.602244308312718,1010.9057443267978,0.0,Earthquake,0,1.0532659575407524
20.43446821934299,28.393175951580453,93.32540512577923,27.54595583027391,11.45305910429595,1017.6871604172064,0.0,Flood,0,
,16.79997784605777,33.01335887763353,,18.109183999082465,1008.0970180390575,0.0,Earthquake,0,2.1067781257873213
23.276582958202596,31.766708105522664,91.5265364161683,31.989468064706216,7.652991831890774,1014.9394435594301,0.0,Flood,0,
,31.423755047769532,12.677520634261741,,21.339781919076813,1008.6525032903879,0.0,Earthquake,0,2.2901637543301576
,16.611666694149605,64.01884043896062,,10.26810100854145,1013.9516347455391,1.0,Earthquake,1,0.8493454850429046
,39.19187565595408,47.29276353110322,,16.55886449731996,1031.3505670144668,1.0,Earthquake,1,1.3054974381867983
133.21069719011425,36.67981901582625,95.09901308235446,51.831577901172224,24.348778627193926,986.7051965201753,0.0,Flood,0,
88.53289624422796,27.923450754135022,66.03143292051965,42.34893378563009,26.34151873675855,1003.6133463176043,0.0,Flood,0,
32.9460754449904,32.35033865344377,85.70246691973385,24.415454955252567,30.074587300091498,1019.896102264674,0.0,Flood,0,
,17.933543478193496,29.547995015554495,,20.63338744813133,1022.7315700505844,0.0,Earthquake,0,0.3246262458658798
151.38558539948065,26.954883713569874,76.67791713253646,67.31833295739682,47.09922059786039,999.9928016571862,0.0,Flood,0,
44.275380132326546,31.168884404660492,95.746072179525,48.64571076024163,35.47912095666067,1011.0051017908452,0.0,Flood,0,
,37.12158065144009,59.111843297016065,,15.88803567143496,1025.4772604488833,0.0,Earthquake,0,2.1002103996946975
87.50761608850462,31.795775801513233,67.06958191289425,52.7685093650445,13.571142654464918,1012.3057802446027,0.0,Flood,0,
,36.55743395682583,52.521460591655725,,16.98067690709624,1017.4865774065208,,Earthquake,1,3.5317306183210406
115.13883807616794,30.75026049512276,46.05191337620791,55.952216076555565,30.474663824041464,1010.9083087058677,0.0,Flood,0,
20.089013442286745,40.19876203169636,69.99457293041146,34.4344012819622,20.704128710921868,1015.4341829478589,0.0,Flood,0,
78.93428151658232,19.19595594009612,54.011851840657755,45.16364329149594,30.296073552549732,1009.5113962713776,0.0,Flood,0,
78.49068784354085,27.03170270360141,81.50054084329047,41.0502786137561,9.213392468354417,1015.6753782372497,0.0,Flood,0,
266.1663224461747,19.932193010616295,59.89248265105069,87.91613066992896,20.33568458491411,976.3013454836403,0.0,Flood,1,
,24.33547197935091,45.78573290982188,,9.730169220153304,1029.4039033115928,0.0,Earthquake,1,7.137554349182604
,20.665190087053592,37.21595930970224,,,1016.9980427330397,1.0,Earthquake,1,9.075666858156573
9.842489023936823,35.71621764136094,88.19467181577312,33.58001471817971,44.001258990661896,1004.8097532268639,0.0,Flood,0,
,29.376175217072507,,,47.1396229902945,994.862457174168,0.0,Earthquake,0,1.7003243457902768
135.9847564337045,29.598909670712686,75.44612962745992,54.80875909987396,20.24930461728587,991.8900902989737,0.0,Flood,0,
,30.54578905202983,36.33755843464763,,26.497419182152953,,0.0,Earthquake,0,2.361486394810813
173.02178038828112,29.90579192441389,72.82572157648322,72.73788779168913,14.527059060037933,998.4279746692138,,Flood,0,
210.33384548133057,27.7614432192901,85.73918127041466,73.51994563640115,,987.421279157127,0.0,Flood,1,
178.70488614533718,35.38270174862948,78.70184664296967,74.43434269850312,42.96747168103483,989.4791865304381,0.0,Flood,1,
47.607803580528085,28.627882267357712,43.40967219642793,43.80720591323146,26.607211846811758,1009.2742477039509,0.0,Flood,0,
141.48056286096158,35.2188230203663,85.96338643524696,60.92997575889156,39.71249072519305,999.7202941803953,0.0,Flood,0,
4.454680913156949,34.99677718293001,82.21141772576544,20.10897122166596,55.8035052840436,1021.6917475679294,0.0,Flood,0,
29.94472873821745,32.20321774494362,57.409188372062836,38.19768401926381,37.00566285609975,1005.2012948958487,0.0,Flood,0,
321.9110738820619,26.59662461566613,85.5720591535319,100.0,50.70238710586773,973.5703181676944,0.0,Flood,1,
,25.609135397491116,39.99903268626096,,17.622500915403517,1015.2693137351093,0.0,Earthquake,0,0.4580873863653892
66.59322975094875,36.7478837159347,81.80142796489083,37.203067826044844,45.87971222951209,1004.014805947684,0.0,Flood,0,
,33.53083434010723,63.69842126612711,,44.12286480961768,1001.216332844889,0.0,Earthquake,0,0.6637997755099948
,24.95510578481883,73.22041130529789,,15.868300756338392,1000.4689555598598,0.0,Earthquake,1,10.0
,22.834303342220228,11.494515857508299,,14.930724093853156,1037.9008596905967,0.0,Earthquake,0,2.359057339421466
8.679321617411198,28.52100551975938,73.53160052335436,24.69986529130276,33.20250248492447,995.2206793135765,0.0,Flood,0,
,21.32823821910161,46.01700467697767,,12.248512300058643,1003.9952267676475,0.0,Earthquake,0,1.7215056719218134
124.67950293461774,20.220521768981865,78.64434345856166,71.81100737114357,38.60989253787226,990.3491780118205,1.0,Flood,0,
,42.72700631301877,68.5024449607321,,9.19187532537251,1016.8206721114699,0.0,Earthquake,0,2.230564605842338
66.40128293941234,33.151417270159214,87.5098295351238,40.55184132056666,,1007.4773427714731,0.0,Flood,0,
,16.84182242764833,66.46394026110293,,17.878452167909263,1012.5501035571948,0.0,Earthquake,0,1.125015829162831
51.40625191172994,29.959020027012734,52.10769519142807,36.03471400913797,46.47386828039478,1008.579689182103,0.0,Flood,0,
,18.454365315160885,79.98435508702948,,8.16449423426765,1027.8055803825193,1.0,Earthquake,0,0.41985382392643644
148.06148810094373,30.299860714695583,88.509228408135,58.03500531053372,,1007.134900854038,0.0,Flood,0,
44.25273764325433,25.232058791460027,78.09067223478641,41.36087615269499,48.815423547388484,1010.8100402940377,0.0,Flood,0,
,33.40166411330376,81.15723244213783,,23.902339986647497,1000.1596684281418,0.0,Earthquake,0,0.588866367573886
57.1752596384298,26.89517913085168,91.2571327812919,40.62021224244002,37.282451968442544,1001.6363711482987,0.0,Flood,0,
,,14.098085237536356,,3.592453361437404,969.0144542402468,0.0,Earthquake,1,3.3195011687228377
94.9673316393463,23.202803816382602,67.58222533852583,47.14857099857746,2.0956764330677604,1007.5656982571692,0.0,Flood,0,
,28.223543774127805,70.55583805238658,,36.70531703271938,984.1271286363232,0.0,Earthquake,0,0.7695759039583425
,23.681179976550354,40.41996554252976,,27.805382027997933,986.1983944410514,0.0,Earthquake,1,10.0
,13.790596760530066,27.14689109726506,,4.428754801222271,997.122003288649,0.0,Earthquake,0,2.6615458553012536
,16.95267669449221,67.23645862780984,,11.319865762751933,1038.9500337124819,0.0,Earthquake,0,1.6252204480443038
,24.64018914731942,30.08330427470024,,2.649903718015378,1016.0823040167505,0.0,Earthquake,0,0.7429087526350077
78.66766566805623,28.219057359895547,50.48060938422084,39.808381392568876,48.242492360860155,1003.520510149219,0.0,Flood,0,
,20.777178474755488,45.04113400848519,,5.962271251920307,1010.7708653395949,0.0,Earthquake,0,1.8897795764389445
172.22377041180403,,42.265055741475884,67.56225819324366,12.835040123919065,1002.6402851917604,0.0,Flood,0,
75.7534216276045,30.844915395926378,69.95479642516513,46.282500285115304,49.604879446645484,1001.541456989315,0.0,Flood,0,
112.62377810091796,17.235547035237587,72.81572785532244,52.508515648572704,65.00439649095293,1007.9830692412266,0.0,Flood,0,
,35.506668259777435,64.07046093618867,46.85816606738071,51.0450061272896,1005.6786467815108,0.0,Flood,0,
65.38261730544889,29.12225909279986,70.87476081688654,48.11775069837972,52.10893118437349,,0.0,Flood,0,
,29.38499152535715,37.800786584727966,,10.69495757074847,1008.9533365327495,0.0,Earthquake,0,2.8347522803679186
34.39148640001386,24.782408848099287,58.90759193955165,38.041019415377924,11.930159995175456,1001.032103480921,0.0,Flood,0,
82.56992954820444,40.46499758716395,85.13286555473982,42.49261130425219,2.4560606682691097,1008.6685730162774,1.0,Flood,0,
25.11447132776074,32.59158303001156,63.8390518513783,39.20285023493729,31.081819252631103,1009.9541427497448,0.0,Flood,0,
11.463687759363449,26.876834250014877,65.80302363569949,15.258692843113304,22.84505400490394,1011.7020993685879,1.0,Flood,0,
,43.86859325299676,81.86438370123896,,6.486092070861459,987.8071578551724,0.0,Earthquake,1,3.800726344050662
,22.47542544454275,59.14136732745706,,6.053470916696297,988.9221735897809,0.0,Earthquake,0,1.3996977049358448
61.37817849021583,26.175236352285573,61.240852806495916,25.379025611773653,32.64854851847657,999.0814933667738,1.0,Flood,0,
,25.87563804698101,54.63420780970323,,55.94268906458065,1019.2298879408436,0.0,Earthquake,0,1.7739689844961541
4.455050928669438,23.507660091044812,62.37325852020372,31.38635935438944,42.045726604594385,1004.7819768352713,0.0,Flood,0,
47.21613290175843,30.82754822815772,89.27517207841811,37.58907727799879,41.1238864935453,998.2362854679958,1.0,Flood,0,
,15.205595770183058,62.98460801731536,,30.856842742143073,1001.1286227870622,,Earthquake,0,0.09002246173233067
137.95693012404726,22.401650526869282,70.56585619917826,56.81600575836321,25.275001565365613,1015.5892792764414,0.0,Flood,0,
101.42845818118616,32.783511583972924,80.81807057001271,45.15363191581838,36.062597716587454,995.7356166945335,0.0,Flood,0,
56.81783801126243,32.19245387225821,72.00570324449593,47.15930684632936,27.310678822179696,999.4574929154213,0.0,Flood,0,
,28.600466375918288,75.60425255805532,,37.51235395362487,1039.8020859905212,0.0,Earthquake,0,0.1109623033842391
,27.78556005349074,68.5169769390753,,6.634475559930353,1021.1753362849335,0.0,Earthquake,0,0.1988825694319341
,13.159698741255506,34.71827401311962,,13.633947551105017,1022.1352290513483,0.0,Earthquake,0,2.2841376904667285
,28.661034580551252,51.89458398887308,,27.6430272596777,998.5015248270252,1.0,Earthquake,1,1.5493965226747375
,27.787620946157976,29.357033560637014,,15.050126071740934,1027.4139822119844,0.0,Earthquake,0,2.218205228680915
167.20994441333704,24.22862074990321,59.999202105036616,63.112064986734076,12.534892952549523,996.2910743724848,0.0,Flood,0,
66.35808351551057,34.878534066558096,65.89437291440797,36.29052755118509,14.972904410829956,1017.6268432855699,0.0,Flood,0,
201.1159841999556,24.9329866822953,20.0,72.60296084631483,22.41250654366507,981.0742898063402,0.0,Flood,0,
50.37995541284195,30.79163456260861,74.58742752944151,42.863112433513116,,1007.596532641157,0.0,Flood,0,
22.947923534350366,33.947352444623206,61.50121790938806,30.86801761593507,6.15786379887694,1003.3089765553548,0.0,Flood,0,
,19.354390177743127,58.30065941018323,,38.505197537859246,1011.7153555841287,1.0,Earthquake,0,0.11713397078962534
83.98493545706705,32.47596610013866,66.49939812282275,39.79965941674479,31.79523065869137,1004.3415515517067,0.0,Flood,0,
16.42695519771372,30.283766095768918,50.21079033165057,17.128930392954793,28.569469179401448,1011.4009815215878,0.0,Flood,0,
235.50027760446986,,73.9690570399673,79.79930121064314,5.778225474369052,977.9207106195971,1.0,Flood,1,
,,20.99592626822129,,0.9513443657616609,1019.6783578249286,0.0,Earthquake,0,1.1407207332817104
46.37993967451399,32.66295415936545,59.85381751204775,41.96979488797379,35.38694330624505,1013.9746398548979,0.0,Flood,0,
,27.37037008263483,66.20514008316627,,16.832990454033418,998.4990560268203,1.0,Earthquake,1,3.5701676543391394
,26.138966119644735,76.66279670984378,65.14831541476077,27.045215532553154,1005.8711876915338,1.0,Flood,0,
172.7860677832696,28.259729429036497,74.37925603455852,69.96408418083753,19.470297203483806,1001.931138940134,1.0,Flood,1,
,23.164906806395315,46.88033831077023,,9.956567314384943,1007.7990147561792,1.0,Earthquake,0,0.13546958985657595
,23.803951663304968,86.2807543282924,40.55729050339758,36.09221072054242,999.945037653291,1.0,Flood,0,
,23.46435770508156,61.96517965145822,,6.965065672635703,996.7510055509,1.0,Earthquake,0,0.48906630098458004
70.23552361583629,24.590078760011007,82.14123508716305,39.382042758501825,66.62721692166737,1002.190226486845,0.0,Flood,0,
38.27379730758353,29.73251940865358,68.04835659532998,44.10741496477375,20.950675700496127,1015.2701300655345,1.0,Flood,0,
,23.292676301008225,,,23.123575367195507,1000.0799301176788,0.0,Earthquake,0,0.8613354339312308
,31.049994217094458,63.53211672432539,,20.870517142870728,1033.9521516413167,0.0,Earthquake,0,1.2202380139711988
,28.07031621565732,52.20012441200353,,9.673593229801691,1039.7166378760842,1.0,Earthquake,0,1.0189759905935363
155.201059660502,27.72115461171147,64.93591532015202,64.94006890560765,59.31955505067721,998.7168742193229,0.0,Flood,0,
,28.775227696623872,27.06648855964463,,5.367216465904322,1008.2233561657299,0.0,Earthquake,0,2.134011137590133
183.1602122403557,27.50830186602625,59.58349314855129,,39.7014591816398,1005.9246754755319,0.0,Flood,0,
,24.5243482731255,64.55464698428356,,11.802984211557103,1000.7437295028476,1.0,Earthquake,0,1.1102337079321836
,22.732327522660363,66.92478697512631,,4.578452872992687,1018.0932437579839,1.0,Earthquake,0,0.48472541094522864
342.51814624984814,40.898546688271594,87.53796195326042,98.70699276520767,61.67086414458777,978.5502132500919,0.0,Flood,1,
,21.23582749797029,29.500127965740536,,7.382567660067383,1010.8059741139251,1.0,Earthquake,0,1.7548172228122139
,30.181163412186315,39.11958426580718,,8.535714429504537,1001.9706294236938,0.0,Earthquake,0,5.322558109557082
41.27319790708532,15.880603366855217,74.01269898051206,,1.9494414742072876,1019.8944279467211,1.0,Flood,0,
,26.981815324156834,,,27.883314590778756,1025.6936759226699,0.0,Earthquake,0,0.22609171382129756
114.1901796974733,25.22400236653401,45.231618357634076,45.20745795720174,40.651922686175844,995.5962923877222,0.0,Flood,0,
90.3650482879168,27.32991416663541,37.57164153313157,45.89479205569074,10.432967973396195,1004.8738053222113,0.0,Flood,0,
85.98099923030586,28.960245582450156,88.96907065817527,43.45673984834,29.946024626027985,1005.1543402072224,0.0,Flood,0,
,20.18091605161331,55.88397500206042,,32.680759509321874,1001.3885482868657,1.0,Earthquake,0,0.15940509046324308
194.1421068791781,25.097382750976386,51.045185255678206,76.15119497591938,11.101321573633605,1005.5678616946119,0.0,Flood,1,
50.987992754686715,22.538436176637106,65.71832711839596,40.66915593092765,49.266268444939904,1008.5335836553558,1.0,Flood,0,
,21.61110500558901,24.409111070160126,,8.461488197527066,970.9055457205233,1.0,Earthquake,1,2.7046909880234313
99.66264916495491,26.745834917724764,72.22856978168839,31.791275822162834,29.37316659497123,1005.9581103996984,1.0,Flood,0,
265.8945022157662,27.98312771294524,67.89832442402502,80.62097610664298,4.842954104616668,976.1471113578323,0.0,Flood,1,
264.50069774382024,34.64576265066216,54.43376117267693,88.34649358341458,,985.4916637231684,0.0,Flood,1,
59.71724204255328,30.238542800086574,55.96929213050089,51.58459433107525,17.958654702574695,,0.0,Flood,0,
78.4968017577363,26.37584308245689,92.51648102790968,42.402220889726216,36.45414856289765,1008.1361721015164,0.0,Flood,0,
,21.9721249937788,60.17467224671408,,0.37700821449978683,994.3222073826878,0.0,Earthquake,0,1.963586379789471
209.83638815609746,33.52762966478992,97.32756598478302,81.05830058565031,9.628720988462614,990.7956615938676,0.0,Flood,1,
36.15494049433238,28.380026957062057,65.6066022173485,32.255113898564005,31.38911341476783,1010.0043005806124,0.0,Flood,0,
77.47053098992905,37.40578534720295,68.86229240120414,29.696064259769713,8.65306980272673,1003.6437126955982,0.0,Flood,0,
95.80604932236646,36.06855634529323,66.21639133440607,52.02263886774227,36.654389620911395,1003.0942045556592,0.0,Flood,0,
33.34883183433498,28.905107793518535,81.74665483987673,21.952333002493248,15.953647483651705,1017.544319473066,0.0,Flood,0,
,29.51047834207775,69.87884216512673,,20.026208577242407,1002.587983311867,0.0,Earthquake,1,6.620290168277765
,23.981627160151348,73.3633746097341,41.84718981076692,14.977646628820192,1002.0329723526602,0.0,Flood,0,
